candidate_id;position_id;position_name;remote_work;visa_sponsorship;relocation;company_name;founded;company_age;company_size;company_size_range;location;industry;interest_flag
1111676;4887;Enterprise Sales Director;;;;Fatherly;2015;5-10;30;20 - 50;New York City;Online Publishing;1
1121394;4887;Enterprise Sales Director;;;;Fatherly;2015;5-10;30;20 - 50;New York City;Online Publishing;0
1121404;4887;Enterprise Sales Director;;;;Fatherly;2015;5-10;30;20 - 50;New York City;Online Publishing;0
1123049;4887;Enterprise Sales Director;;;;Fatherly;2015;5-10;30;20 - 50;New York City;Online Publishing;0
1125997;4887;Enterprise Sales Director;;;;Fatherly;2015;5-10;30;20 - 50;New York City;Online Publishing;0
1126004;4887;Enterprise Sales Director;;;;Fatherly;2015;5-10;30;20 - 50;New York City;Online Publishing;1
1129245;4887;Enterprise Sales Director;;;;Fatherly;2015;5-10;30;20 - 50;New York City;Online Publishing;0
157567;4893;Director of Demand Generation;0.0;0.0;0.0;Teampay;2016;5-10;10;10 - 20;New York City;Internet;0
166625;4893;Director of Demand Generation;0.0;0.0;0.0;Teampay;2016;5-10;10;10 - 20;New York City;Internet;0
172378;4893;Director of Demand Generation;0.0;0.0;0.0;Teampay;2016;5-10;10;10 - 20;New York City;Internet;0
177057;4893;Director of Demand Generation;0.0;0.0;0.0;Teampay;2016;5-10;10;10 - 20;New York City;Internet;1
213991;4893;Director of Demand Generation;0.0;0.0;0.0;Teampay;2016;5-10;10;10 - 20;New York City;Internet;0
230218;4893;Director of Demand Generation;0.0;0.0;0.0;Teampay;2016;5-10;10;10 - 20;New York City;Internet;0
336876;4893;Director of Demand Generation;0.0;0.0;0.0;Teampay;2016;5-10;10;10 - 20;New York City;Internet;0
382882;4893;Director of Demand Generation;0.0;0.0;0.0;Teampay;2016;5-10;10;10 - 20;New York City;Internet;0
579362;4893;Director of Demand Generation;0.0;0.0;0.0;Teampay;2016;5-10;10;10 - 20;New York City;Internet;0
675537;4893;Director of Demand Generation;0.0;0.0;0.0;Teampay;2016;5-10;10;10 - 20;New York City;Internet;0
1052011;4893;Director of Demand Generation;0.0;0.0;0.0;Teampay;2016;5-10;10;10 - 20;New York City;Internet;0
1064138;4893;Director of Demand Generation;0.0;0.0;0.0;Teampay;2016;5-10;10;10 - 20;New York City;Internet;0
1079721;4893;Director of Demand Generation;0.0;0.0;0.0;Teampay;2016;5-10;10;10 - 20;New York City;Internet;0
1092452;4893;Director of Demand Generation;0.0;0.0;0.0;Teampay;2016;5-10;10;10 - 20;New York City;Internet;0
1094199;4893;Director of Demand Generation;0.0;0.0;0.0;Teampay;2016;5-10;10;10 - 20;New York City;Internet;0
1099818;4893;Director of Demand Generation;0.0;0.0;0.0;Teampay;2016;5-10;10;10 - 20;New York City;Internet;0
1107092;4893;Director of Demand Generation;0.0;0.0;0.0;Teampay;2016;5-10;10;10 - 20;New York City;Internet;0
1107270;4893;Director of Demand Generation;0.0;0.0;0.0;Teampay;2016;5-10;10;10 - 20;New York City;Internet;0
1108452;4893;Director of Demand Generation;0.0;0.0;0.0;Teampay;2016;5-10;10;10 - 20;New York City;Internet;0
1112512;4893;Director of Demand Generation;0.0;0.0;0.0;Teampay;2016;5-10;10;10 - 20;New York City;Internet;1
1112561;4893;Director of Demand Generation;0.0;0.0;0.0;Teampay;2016;5-10;10;10 - 20;New York City;Internet;1
1121770;4893;Director of Demand Generation;0.0;0.0;0.0;Teampay;2016;5-10;10;10 - 20;New York City;Internet;1
1127630;4893;Director of Demand Generation;0.0;0.0;0.0;Teampay;2016;5-10;10;10 - 20;New York City;Internet;0
1128986;4893;Director of Demand Generation;0.0;0.0;0.0;Teampay;2016;5-10;10;10 - 20;New York City;Internet;0
1133072;4893;Director of Demand Generation;0.0;0.0;0.0;Teampay;2016;5-10;10;10 - 20;New York City;Internet;0
1138945;4893;Director of Demand Generation;0.0;0.0;0.0;Teampay;2016;5-10;10;10 - 20;New York City;Internet;1
1102082;4894;Sales Engineer, Life Sciences;;;;Truveris;2009;10-20;123;100 - 500;New York City;Information Technology and Services;0
540409;4902;Sr. Customer Engineer, Integrations;;;;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;1
1122455;4902;Sr. Customer Engineer, Integrations;;;;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;0
1122465;4902;Sr. Customer Engineer, Integrations;;;;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;0
226935;4909;Backend Engineer;;;;Boxed;2013;5-10;196;100 - 500;New York City;Retail;0
237662;4909;Backend Engineer;;;;Boxed;2013;5-10;196;100 - 500;New York City;Retail;0
347113;4909;Backend Engineer;;;;Boxed;2013;5-10;196;100 - 500;New York City;Retail;1
417720;4909;Backend Engineer;;;;Boxed;2013;5-10;196;100 - 500;New York City;Retail;0
522206;4909;Backend Engineer;;;;Boxed;2013;5-10;196;100 - 500;New York City;Retail;1
778330;4909;Backend Engineer;;;;Boxed;2013;5-10;196;100 - 500;New York City;Retail;0
881896;4909;Backend Engineer;;;;Boxed;2013;5-10;196;100 - 500;New York City;Retail;0
894792;4909;Backend Engineer;;;;Boxed;2013;5-10;196;100 - 500;New York City;Retail;1
967399;4909;Backend Engineer;;;;Boxed;2013;5-10;196;100 - 500;New York City;Retail;0
991987;4909;Backend Engineer;;;;Boxed;2013;5-10;196;100 - 500;New York City;Retail;0
1029158;4909;Backend Engineer;;;;Boxed;2013;5-10;196;100 - 500;New York City;Retail;0
1043509;4909;Backend Engineer;;;;Boxed;2013;5-10;196;100 - 500;New York City;Retail;1
1052933;4909;Backend Engineer;;;;Boxed;2013;5-10;196;100 - 500;New York City;Retail;0
1070133;4909;Backend Engineer;;;;Boxed;2013;5-10;196;100 - 500;New York City;Retail;1
1084837;4909;Backend Engineer;;;;Boxed;2013;5-10;196;100 - 500;New York City;Retail;0
1086952;4909;Backend Engineer;;;;Boxed;2013;5-10;196;100 - 500;New York City;Retail;1
1107691;4909;Backend Engineer;;;;Boxed;2013;5-10;196;100 - 500;New York City;Retail;1
1113406;4909;Backend Engineer;;;;Boxed;2013;5-10;196;100 - 500;New York City;Retail;1
1139763;4909;Backend Engineer;;;;Boxed;2013;5-10;196;100 - 500;New York City;Retail;1
1142128;4909;Backend Engineer;;;;Boxed;2013;5-10;196;100 - 500;New York City;Retail;1
1144261;4909;Backend Engineer;;;;Boxed;2013;5-10;196;100 - 500;New York City;Retail;1
1146204;4909;Backend Engineer;;;;Boxed;2013;5-10;196;100 - 500;New York City;Retail;0
1148536;4909;Backend Engineer;;;;Boxed;2013;5-10;196;100 - 500;New York City;Retail;0
1148769;4909;Backend Engineer;;;;Boxed;2013;5-10;196;100 - 500;New York City;Retail;0
1150982;4909;Backend Engineer;;;;Boxed;2013;5-10;196;100 - 500;New York City;Retail;1
1152441;4909;Backend Engineer;;;;Boxed;2013;5-10;196;100 - 500;New York City;Retail;1
151149;4919;Technical Support Engineer;;;;Hyperscience;2013;5-10;30;20 - 50;New York City;Computer Software;1
165560;4919;Technical Support Engineer;;;;Hyperscience;2013;5-10;30;20 - 50;New York City;Computer Software;1
371051;4919;Technical Support Engineer;;;;Hyperscience;2013;5-10;30;20 - 50;New York City;Computer Software;0
457651;4919;Technical Support Engineer;;;;Hyperscience;2013;5-10;30;20 - 50;New York City;Computer Software;1
900151;4919;Technical Support Engineer;;;;Hyperscience;2013;5-10;30;20 - 50;New York City;Computer Software;1
1047315;4919;Technical Support Engineer;;;;Hyperscience;2013;5-10;30;20 - 50;New York City;Computer Software;0
1106650;4919;Technical Support Engineer;;;;Hyperscience;2013;5-10;30;20 - 50;New York City;Computer Software;0
1106685;4919;Technical Support Engineer;;;;Hyperscience;2013;5-10;30;20 - 50;New York City;Computer Software;1
1108978;4919;Technical Support Engineer;;;;Hyperscience;2013;5-10;30;20 - 50;New York City;Computer Software;0
1122433;4919;Technical Support Engineer;;;;Hyperscience;2013;5-10;30;20 - 50;New York City;Computer Software;0
1123613;4919;Technical Support Engineer;;;;Hyperscience;2013;5-10;30;20 - 50;New York City;Computer Software;1
1127221;4919;Technical Support Engineer;;;;Hyperscience;2013;5-10;30;20 - 50;New York City;Computer Software;1
1128697;4919;Technical Support Engineer;;;;Hyperscience;2013;5-10;30;20 - 50;New York City;Computer Software;1
1142431;4919;Technical Support Engineer;;;;Hyperscience;2013;5-10;30;20 - 50;New York City;Computer Software;0
1147356;4919;Technical Support Engineer;;;;Hyperscience;2013;5-10;30;20 - 50;New York City;Computer Software;1
1147805;4919;Technical Support Engineer;;;;Hyperscience;2013;5-10;30;20 - 50;New York City;Computer Software;0
1147822;4919;Technical Support Engineer;;;;Hyperscience;2013;5-10;30;20 - 50;New York City;Computer Software;1
1147858;4919;Technical Support Engineer;;;;Hyperscience;2013;5-10;30;20 - 50;New York City;Computer Software;0
1151239;4919;Technical Support Engineer;;;;Hyperscience;2013;5-10;30;20 - 50;New York City;Computer Software;1
158566;4929;Sr. Security Engineer;;;;Hyperscience;2013;5-10;30;20 - 50;New York City;Computer Software;1
259136;4929;Sr. Security Engineer;;;;Hyperscience;2013;5-10;30;20 - 50;New York City;Computer Software;0
392657;4929;Sr. Security Engineer;;;;Hyperscience;2013;5-10;30;20 - 50;New York City;Computer Software;0
796176;4929;Sr. Security Engineer;;;;Hyperscience;2013;5-10;30;20 - 50;New York City;Computer Software;0
983205;4929;Sr. Security Engineer;;;;Hyperscience;2013;5-10;30;20 - 50;New York City;Computer Software;1
1121681;4929;Sr. Security Engineer;;;;Hyperscience;2013;5-10;30;20 - 50;New York City;Computer Software;1
1167148;4929;Sr. Security Engineer;;;;Hyperscience;2013;5-10;30;20 - 50;New York City;Computer Software;1
1180222;4929;Sr. Security Engineer;;;;Hyperscience;2013;5-10;30;20 - 50;New York City;Computer Software;1
1185923;4929;Sr. Security Engineer;;;;Hyperscience;2013;5-10;30;20 - 50;New York City;Computer Software;0
1189843;4929;Sr. Security Engineer;;;;Hyperscience;2013;5-10;30;20 - 50;New York City;Computer Software;0
270959;4932;Product Marketing Manager, Enterprise;;;;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;0
376495;4932;Product Marketing Manager, Enterprise;;;;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;0
409884;4932;Product Marketing Manager, Enterprise;;;;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;0
493474;4932;Product Marketing Manager, Enterprise;;;;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;0
521916;4932;Product Marketing Manager, Enterprise;;;;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;0
669377;4932;Product Marketing Manager, Enterprise;;;;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;0
763731;4932;Product Marketing Manager, Enterprise;;;;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;0
850785;4932;Product Marketing Manager, Enterprise;;;;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;1
868317;4932;Product Marketing Manager, Enterprise;;;;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;0
966655;4932;Product Marketing Manager, Enterprise;;;;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;1
987282;4932;Product Marketing Manager, Enterprise;;;;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;0
1028536;4932;Product Marketing Manager, Enterprise;;;;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;0
1030988;4932;Product Marketing Manager, Enterprise;;;;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;0
1084921;4932;Product Marketing Manager, Enterprise;;;;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;0
1113115;4932;Product Marketing Manager, Enterprise;;;;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;0
1121077;4932;Product Marketing Manager, Enterprise;;;;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;1
137666;4943;Business Development Representative;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;0
166850;4943;Business Development Representative;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;0
263844;4943;Business Development Representative;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;0
331611;4943;Business Development Representative;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;0
355403;4943;Business Development Representative;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;0
671598;4943;Business Development Representative;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;1
766392;4943;Business Development Representative;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;0
783669;4943;Business Development Representative;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;0
882410;4943;Business Development Representative;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;0
888393;4943;Business Development Representative;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;1
894234;4943;Business Development Representative;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;1
901311;4943;Business Development Representative;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;0
1002761;4943;Business Development Representative;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;1
1027012;4943;Business Development Representative;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;0
1032797;4943;Business Development Representative;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;1
1051258;4943;Business Development Representative;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;1
1054018;4943;Business Development Representative;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;0
1072783;4943;Business Development Representative;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;0
1084175;4943;Business Development Representative;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;0
1098324;4943;Business Development Representative;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;0
1099198;4943;Business Development Representative;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;1
1103146;4943;Business Development Representative;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;1
1103149;4943;Business Development Representative;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;1
1107465;4943;Business Development Representative;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;0
1120802;4943;Business Development Representative;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;1
1121998;4943;Business Development Representative;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;1
1125871;4943;Business Development Representative;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;0
1127060;4943;Business Development Representative;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;0
1128243;4943;Business Development Representative;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;0
1131134;4943;Business Development Representative;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;1
1133022;4943;Business Development Representative;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;0
1134169;4943;Business Development Representative;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;1
1136551;4943;Business Development Representative;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;0
1139315;4943;Business Development Representative;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;1
1140963;4943;Business Development Representative;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;0
1140990;4943;Business Development Representative;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;0
1145210;4943;Business Development Representative;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;1
1145216;4943;Business Development Representative;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;0
1184818;4943;Business Development Representative;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;0
1185558;4943;Business Development Representative;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;0
1188102;4943;Business Development Representative;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;0
1188238;4943;Business Development Representative;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;0
1188629;4943;Business Development Representative;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;1
1188986;4943;Business Development Representative;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;0
1189007;4943;Business Development Representative;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;0
1189099;4943;Business Development Representative;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;0
1191384;4943;Business Development Representative;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;0
1191385;4943;Business Development Representative;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;0
1192517;4943;Business Development Representative;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;1
1194583;4943;Business Development Representative;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;0
1196844;4943;Business Development Representative;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;0
1198647;4943;Business Development Representative;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;0
1198681;4943;Business Development Representative;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;1
1205908;4943;Business Development Representative;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;0
1205913;4943;Business Development Representative;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;0
1206353;4943;Business Development Representative;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;1
1223969;4943;Business Development Representative;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;0
1223978;4943;Business Development Representative;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;0
1232808;4943;Business Development Representative;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;0
1234957;4943;Business Development Representative;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;0
1236473;4943;Business Development Representative;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;0
1249285;4943;Business Development Representative;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;0
1253057;4943;Business Development Representative;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;0
1260911;4943;Business Development Representative;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;1
1268844;4943;Business Development Representative;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;1
1268862;4943;Business Development Representative;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;1
1270327;4943;Business Development Representative;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;0
1272655;4943;Business Development Representative;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;1
1272659;4943;Business Development Representative;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;0
1272669;4943;Business Development Representative;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;0
1272673;4943;Business Development Representative;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;0
1279978;4943;Business Development Representative;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;1
1279980;4943;Business Development Representative;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;1
1279984;4943;Business Development Representative;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;1
1287391;4943;Business Development Representative;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;0
1296913;4943;Business Development Representative;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;0
1296918;4943;Business Development Representative;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;0
1297636;4943;Business Development Representative;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;1
1300232;4943;Business Development Representative;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;0
1306493;4943;Business Development Representative;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;0
1306494;4943;Business Development Representative;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;0
1310640;4943;Business Development Representative;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;1
1318009;4943;Business Development Representative;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;1
1379886;4943;Business Development Representative;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;0
1379889;4943;Business Development Representative;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;0
1383219;4943;Business Development Representative;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;0
1387135;4943;Business Development Representative;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;0
1387142;4943;Business Development Representative;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;0
1387144;4943;Business Development Representative;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;1
1389977;4943;Business Development Representative;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;0
1391078;4943;Business Development Representative;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;0
1391165;4943;Business Development Representative;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;0
1391173;4943;Business Development Representative;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;0
1391180;4943;Business Development Representative;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;0
1391579;4943;Business Development Representative;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;0
1391581;4943;Business Development Representative;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;1
1391598;4943;Business Development Representative;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;0
1395549;4943;Business Development Representative;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;1
1395554;4943;Business Development Representative;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;1
1402238;4943;Business Development Representative;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;1
1406885;4943;Business Development Representative;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;0
1406886;4943;Business Development Representative;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;0
1412954;4943;Business Development Representative;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;0
1412956;4943;Business Development Representative;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;1
1412962;4943;Business Development Representative;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;0
1412963;4943;Business Development Representative;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;0
1434677;4943;Business Development Representative;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;0
1441351;4943;Business Development Representative;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;1
158790;4944;Strategic Account Executive;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;1
245045;4944;Strategic Account Executive;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;1
247538;4944;Strategic Account Executive;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;0
678738;4944;Strategic Account Executive;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;0
725612;4944;Strategic Account Executive;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;0
889177;4944;Strategic Account Executive;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;1
892993;4944;Strategic Account Executive;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;0
897202;4944;Strategic Account Executive;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;1
1016343;4944;Strategic Account Executive;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;0
1065255;4944;Strategic Account Executive;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;1
1107667;4944;Strategic Account Executive;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;1
1109629;4944;Strategic Account Executive;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;1
1130317;4944;Strategic Account Executive;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;1
1139583;4944;Strategic Account Executive;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;1
1139587;4944;Strategic Account Executive;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;0
1145964;4944;Strategic Account Executive;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;1
1147925;4944;Strategic Account Executive;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;0
1149138;4944;Strategic Account Executive;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;1
1171263;4944;Strategic Account Executive;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;1
1176495;4944;Strategic Account Executive;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;0
1178782;4944;Strategic Account Executive;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;1
1180227;4944;Strategic Account Executive;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;1
1181160;4944;Strategic Account Executive;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;1
1182691;4944;Strategic Account Executive;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;1
1182695;4944;Strategic Account Executive;0.0;0.0;0.0;Frame.io;2014;5-10;30;20 - 50;New York City;Computer Software;1
